Type,Real,Imaginary
Zero,0.8404565850825796,0.16507592213825328
Zero,-0.5853595654948153,0.2648892704078948
Pole,0.3564639468131887,-0.3263128693430588
Pole,0.23873600777468806,0.34934671894374525
